train_indices;barrio;cod_barrio;distrito;cod_distrito;longitud;latitud;precio.house.m2;sup.const;sup.util;ref.hip.zona;dorm;banos;tipo.casa;inter.exter;ascensor;estado;antig;comercial;casco.historico;Ruidos_ext;Mal_olor;Poca_limp;Malas_comunic;Pocas_zonas;Delincuencia;M.30;CO;NO2;Nox;O3;SO2;PM10;Pobl.0_14_div_Poblac.Total;PoblJubilada_div_Poblac.Total;Inmigrantes.porc
752;Portazgo;135;puente_vallecas;13;-3,65034;40,389497;2089;79;75;2618;3;1;piso;exterior;si;buen_estado;30;0;0;0,38;0,27;0,52;0,08;0,27;0,55;0;-1,01596406;-0,604882651;-0,907421548;0,16268978;-0,802952317;-0,432948872;14,08516192;17,53242516;15,65135819
753;Castilla;56;chamartin;5;-3,686428;40,471437;4012;172;149;4348;4;2;atico;exterior;si;a_reformar;27,18635284;1;1;0,5;0,25;0,3;0,15;0,41;0,25;0;-0,069186702;-0,101999318;0,384635872;-0,456836952;0,169952966;-0,079071155;12,64032448;20,78241528;13,43059008
754;Ventas;151;ciudad_lineal;15;-3,652493;40,426785;2524;63;55;2851;3;1;piso;exterior;si;buen_estado;30;0;0;0,41;0,26;0,47;0,38;0,31;0,41;0;-0,08856889;-0,00346781;-0,003660464;-0,15929921;-0,10776152;-0,450527738;12,64032448;20,78241528;13,43059008
755;Villaverde Alto, Casco Histórico de Villaverde;171;villaverde;17;-3,709799;40,365451;2813;96;76;2342;3;2;piso;exterior;si;buen_estado;7,5;0;0;0,44;0,39;0,52;0,23;0,49;0,73;0;-0,166054514;-0,00346781;-0,003660464;0,056076978;-0,546855352;0,053388136;15,43409004;16,55947157;18,12365171
756;Atalaya;158;ciudad_lineal;15;-3,664734;40,466637;3810;79;68;4950;2;1;piso;exterior;no;a_reformar;40;0;0;0,39;0,18;0,3;0,34;0,16;0,34;0;-0,44669874;-0,00346781;-0,003660464;0,117752487;-0,04738922;-0,363651731;12,64032448;20,78241528;13,43059008
760;Lista;45;salamanca;4;-3,673427;40,433215;4979;48;43;4117;1;1;piso;interior;si;buen_estado;30;1;1;0,37;0,23;0,33;0,01;0,43;0,19;0;0,344453193;-0,357078284;-0,39559729;-0,072224577;0,931113451;-0,145436637;10,85083231;22,44510378;8,574556809
761;Opañel;112;carabanchel;11;-3,723485;40,388658;2688;80;70;2655;3;1;piso;exterior;no;buen_estado;25;0;0;0,43;0,31;0,53;0,05;0,39;0,51;0;0,406741537;-0,012828491;0,099237361;0,202505645;-0,136680228;-0,007437225;13,43137217;18,6782269;17,83689337
763;Castillejos;63;tetuan;6;-3,698187;40,461005;3625;80;70;3523;3;1;piso;interior;si;buen_estado;25,05175119;0;0;0,43;0,26;0,35;0,02;0,51;0,38;0;0,019493546;-0,00346781;-0,003660464;0,018361869;0,479516095;0,207621265;11,18104406;19,55661377;17,55990757
764;Aravaca;97;moncloa;9;-3,786103;40,459492;3158;95;95;3760;2;1;piso;exterior;no;a_reformar;30;1;0;0,26;0,12;0,29;0,22;0,21;0,23;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,829061748;-0,181825573;14,23890704;18,79822108;8,043024157
765;Universidad;15;centro;1;-3,702714;40,428619;6200;30;25;4129;0;1;estudio;interior;si;buen_estado;40;1;1;0,48;0,33;0,56;0,03;0,65;0,67;1;0,776958977;-0,070951483;0,010633674;-0,765252893;1,075945121;0,405192025;8,897225664;16,24441444;18,57260186
766;Buenavista;116;carabanchel;11;-3,748827;40,372215;2809;89;80;2887;2;1;piso;exterior;si;buen_estado;5;0;0;0,34;0,2;0,44;0,59;0,44;0,35;0;-0,220666983;-0,00346781;-0,003660464;0,055845137;-0,343048138;-0,150477737;13,43137217;18,6782269;17,83689337
767;Nueva España;55;chamartin;5;-3,672695;40,466148;6667;195;163;3793;5;3;chalet;exterior;no;buen_estado;30;1;1;0,34;0,17;0,31;0,04;0,24;0,23;0;-0,393932304;-0,00346781;-0,003660464;0,131497009;0,156038024;-0,280776739;12,64032448;20,78241528;13,43059008
771;Jerónimos;35;retiro;3;-3,6901496;40,41321;4750;60;50;2833;2;1;piso;exterior;si;buen_estado;25,89014378;1;1;0,38;0,27;0,27;0,05;0,11;0,37;1;0,881253655;0,002018132;0,001501691;-0,529395732;0,324680839;0,522857708;11,43431019;21,30855294;6,063612677
772;San Diego;132;puente_vallecas;13;-3,667867;40,390048;3808;40;40;2831;1;1;piso;exterior;si;nuevo-semin,;0;0;0;0,46;0,35;0,65;0,17;0,59;0,57;0;-0,296548278;-0,00346781;-0,003660464;0,084531787;-0,662339986;-0,141796958;14,08516192;17,53242516;15,65135819
773;Pacífico;31;retiro;3;-3,676493;40,404248;3950;100;91;3773;3;2;piso;exterior;si;buen_estado;30,38364962;1;1;0,38;0,27;0,37;0,02;0,32;0,26;0;0,698416506;-0,00346781;-0,003660464;0,021422129;-0,252583428;0,094841908;11,43431019;21,30855294;6,063612677
774;Canillejas;207;san_blas;20;-3,610275;40,442424;2667;90;75;3000;3;1;piso;exterior;no;buen_estado;25;0;0;0,4;0,22;0,43;0,14;0,44;0,41;0;-0,521638257;-0,000311004;-0,006644889;-0,523136025;-1,045487528;-0,22351157;15,78030972;16,98640757;9,820356237
775;Valverde;86;fuencarral;8;-3,677373;40,512249;4051;79;71;4030;2;2;piso;interior;si;buen_estado;2,5;0;0;0,34;0,19;0,48;0,19;0,39;0,4;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,638509207;-0,260326415;14,20421856;16,94858245;7,080644733
778;Los Rosales;174;villaverde;17;-3,69007;40,35615;1375;80;76;2261;3;1;piso;exterior;no;buen_estado;25;0;0;0,44;0,44;0,53;0,49;0,4;0,63;0;-0,271638087;-0,00346781;-0,003660464;0,055845137;-0,656928175;0,13290611;15,43409004;16,55947157;18,12365171
779;El Goloso;88;fuencarral;8;-3,693724;40,506719;4467;152;141;3565;4;2;piso;exterior;si;buen_estado;22,84249526;0;0;0,58;0,49;0,68;0,58;0,55;0,44;0;-0,268272748;-0,00346781;-0,003660464;0,055845137;-0,653484933;-0,141933366;14,20421856;16,94858245;7,080644733
780;Jerónimos;35;retiro;3;-3,685849;40,421452;8000;30;30;5535;1;1;estudio;exterior;si;buen_estado;30;1;1;0,38;0,27;0,27;0,05;0,11;0,37;1;0,744135631;0,733608905;0,523562919;-0,892670603;1,051751951;0,377200887;11,43431019;21,30855294;6,063612677
781;Concepción;154;ciudad_lineal;15;-3,649703;40,438137;2779;95;85;3321;3;1;piso;exterior;si;a_reformar;30;0;0;0,42;0,25;0,4;0,07;0,19;0,36;0;-0,613331635;-0,123159431;-0,102441379;0,002206847;-0,34994655;-0,447890789;12,64032448;20,78241528;13,43059008
782;Villaverde Alto, Casco Histórico de Villaverde;171;villaverde;17;-3,709259;40,343977;2377;61;57;2376;2;1;piso;exterior;no;buen_estado;25,54691919;0;0;0,44;0,39;0,52;0,23;0,49;0,73;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,591515231;-0,07155137;15,43409004;16,55947157;18,12365171
783;Embajadores;12;centro;1;-3,700165;40,415102;5571;35;31;4208;1;1;atico;exterior;si;buen_estado;21,42034205;1;1;0,43;0,33;0,64;0,04;0,74;0,76;1;0,568650789;-0,514454747;-0,324148147;-0,19221148;0,366766294;0,460555217;8,897225664;16,24441444;18,57260186
784;Universidad;15;centro;1;-3,705096;40,424278;4706;170;160;3952;7;3;piso;exterior;no;a_reformar;36,81386032;1;1;0,48;0,33;0,56;0,03;0,65;0,67;1;0,60161129;-0,65789132;-0,208300814;-0,510700329;0,792058362;0,375192448;8,897225664;16,24441444;18,57260186
785;Berruguete;66;tetuan;6;-3,702393;40,462654;2700;100;89;3059;3;2;piso;exterior;no;buen_estado;15;0;0;0,4;0,25;0,46;0,07;0,44;0,48;0;-0,002591615;-0,00346781;-0,003660464;0,043235784;0,292507381;0,218149507;11,18104406;19,55661377;17,55990757
786;San Diego;132;puente_vallecas;13;-3,66761;40,384719;2909;55;50;2465;2;1;piso;exterior;no;buen_estado;28,91074246;0;0;0,46;0,35;0,65;0,17;0,59;0,57;0;-0,506892579;-0,00346781;-0,003660464;0,082063039;-0,740505357;-0,140268324;14,08516192;17,53242516;15,65135819
787;Cuatro Caminos;62;tetuan;6;-3,699156;40,448846;3586;70;60;3734;3;1;piso;interior;si;buen_estado;30;0;0;0,45;0,29;0,41;0,03;0,45;0,43;1;0,477368026;0,245671225;0,098594278;0,360817649;1,137380918;0,328749801;11,18104406;19,55661377;17,55990757
788;Ciudad Jardín;53;chamartin;5;-3,6711496;40,452921;3145;69;60;3754;2;1;piso;exterior;no;a_reformar;31,51734221;1;0;0,38;0,22;0,46;0,02;0,29;0,27;0;-0,501253082;-0,236384805;-0,325314827;1,07293931;0,471901842;-0,278578293;12,64032448;20,78241528;13,43059008
789;Casa de Campo;91;moncloa;9;-3,726811;40,423723;3194;72;60;3432;2;1;piso;exterior;no;buen_estado;30;1;0;0,41;0,23;0,22;0,31;0,04;0,24;0;-0,39628996;-0,00346781;-0,003660464;0,164754452;-0,405083277;-0,017817916;14,23890704;18,79822108;8,043024157
790;Opañel;112;carabanchel;11;-3,725795;40,393117;2989;92;62;1415;2;2;piso;exterior;si;buen_estado;5;0;0;0,43;0,31;0,53;0,05;0,39;0,51;0;0,428604296;-0,26449713;-0,254759583;0,145558662;0,033222005;-0,007551298;13,43137217;18,6782269;17,83689337
791;Valdefuentes;166;hortaleza;16;-3,671408;40,488754;2400;70;62;3860;1;1;piso;exterior;si;buen_estado;2,5;1;0;0,33;0,42;0,44;0,66;0,36;0,31;0;-0,205182465;-0,00346781;-0,003660464;0,055845137;-0,409006357;-0,305590282;15,54690582;15,62521753;7,532426851
792;Moscardó;125;usera;12;-3,703036;40,389672;2474;97;86;2788;4;2;piso;interior;no;buen_estado;15;0;0;0,45;0,34;0,51;0,11;0,34;0,61;0;0,753957658;-0,00346781;-0,003660464;0,17752387;-0,617584347;0,331850194;14,76177323;17,68055585;20,54338511
793;Casco Histórico de Vallecas;181;vallecas;18;-3,619266;40,381287;3067;75;70;2824;2;1;piso;exterior;no;reformado;15;0;0;0,41;0,58;0,45;0,07;0,53;0,52;0;-0,590366518;-0,00346781;-0,003660464;0,239211657;-0,44772407;-0,215302946;16,32367335;11,57710845;9,574903049
794;Niño Jesús;36;retiro;3;-3,673918;40,417286;6111;135;135;4559;3;2;piso;exterior;si;buen_estado;21,3681056;1;1;0,35;0,2;0,25;0,04;0,1;0,26;0;0,579151262;0,026570453;0,004223672;-0,327327364;0,354288396;-0,040998698;11,43431019;21,30855294;6,063612677
795;Imperial;21;arganzuela;2;-3,720764;40,412276;3356;73;59;3524;2;1;piso;interior;si;reformado;30;1;1;0,39;0,31;0,49;0,22;0,28;0,33;0;0,001904104;0,122478369;0,06696361;0,72370344;-0,356333132;0,085741711;12,40597363;16,46376624;12,06777025
796;Pacífico;31;retiro;3;-3,676198;40,40733;5011;90;84;5000;3;2;piso;exterior;si;buen_estado;25;1;1;0,38;0,27;0,37;0,02;0,32;0,26;0;0,686665271;-0,00346781;-0,003660464;-0,037270066;-0,106905148;0,077845974;11,43431019;21,30855294;6,063612677
799;Delicias;25;arganzuela;2;-3,69278;40,397058;3158;95;84;3388;3;2;piso;exterior;si;buen_estado;40;1;1;0,47;0,44;0,58;0,09;0,42;0,55;0;1,283803909;0,085561977;0,511804904;0,058446289;-0,687008893;0,538821882;12,40597363;16,46376624;12,06777025
800;Goya;42;salamanca;4;-3,671494;40,424801;5857;77;70;5030;1;1;piso;exterior;si;reformado;30;1;1;0,37;0,26;0,33;0,01;0,38;0,19;0;0,440913418;-0,260520962;-0,2791723;-0,250631444;0,530709491;-0,161413498;10,85083231;22,44510378;8,574556809
801;Castilla;56;chamartin;5;-3,681493;40,471176;5454;315;293;4524;6;2;chalet;exterior;no;a_reformar;30;1;1;0,5;0,25;0,3;0,15;0,41;0,25;0;-0,166899075;-0,045851669;0,163367295;-0,312996328;0,143347481;-0,152529859;12,64032448;20,78241528;13,43059008
802;Concepción;154;ciudad_lineal;15;-3,646152;40,442897;3333;120;110;3331;3;1;piso;exterior;si;buen_estado;30;0;0;0,42;0,25;0,4;0,07;0,19;0,36;0;-0,792609928;-0,524520639;-0,433682841;0,059829151;-0,535652329;-0,431361633;12,64032448;20,78241528;13,43059008
803;Pinar del Rey;164;hortaleza;16;-3,64774;40,480561;3210;95;90;3259;3;1;piso;exterior;si;buen_estado;40;1;0;0,36;0,17;0,39;0,18;0,3;0,27;0;-0,268232992;-0,00346781;-0,003660464;0,055845137;-0,557145678;-0,31156136;15,54690582;15,62521753;7,532426851
804;Palacio;11;centro;1;-3,707095;40,421032;5357;56;50;4373;1;1;piso;exterior;si;buen_estado;28,58896031;1;1;0,43;0,29;0,43;0,06;0,36;0,45;1;0,434784364;-0,952465793;-0,396286478;-0,171281609;0,51867502;0,352655399;8,897225664;16,24441444;18,57260186
805;Abrantes;117;carabanchel;11;-3,727369;40,379505;2810;84;76;2439;2;2;piso;exterior;si;excelente;8;0;0;0,38;0,22;0,53;0,09;0,2;0,51;0;0,082448026;-0,003413385;-0,002805338;0,157712836;-0,241195969;-0,052231326;13,43137217;18,6782269;17,83689337
806;Bellas Vistas;61;tetuan;6;-3,70501;40,454262;3250;80;75;3664;3;1;piso;exterior;si;buen_estado;30;0;0;0,4;0,23;0,46;0,03;0,5;0,46;1;0,181209709;0,067691084;0,025545455;0,623226539;0,681954316;0,295467913;11,18104406;19,55661377;17,55990757
807;Rejas;206;san_blas;20;-3,582809;40,445085;4000;40;38;3155;1;1;piso;exterior;si;buen_estado;15;0;0;0,38;0,21;0,32;0,51;0,3;0,28;0;-0,448257346;-0,00346781;-0,003660464;0,073166421;-0,763150949;-0,292909868;15,78030972;16,98640757;9,820356237
808;Casco Histórico de Vallecas;181;vallecas;18;-3,629225;40,377941;3118;93;68;2983;3;2;piso;exterior;si;buen_estado;7,5;0;0;0,41;0,58;0,45;0,07;0,53;0,52;0;-0,613350274;-0,00346781;-0,003660464;0,059374885;-0,56074163;-0,264640007;16,32367335;11,57710845;9,574903049
811;Puerta del Angel;102;latina;10;-3,728936;40,4133;3929;56;50;3056;1;1;atico;exterior;no;buen_estado;40;0;0;0,41;0,27;0,54;0,1;0,33;0,57;0;-0,248826793;-0,00346781;-0,003660464;0,18500217;-0,462065805;-0,029746168;11,66186069;21,8191402;13,94780088
812;Palomeras Sureste;134;puente_vallecas;13;-3,640512;40,385885;2385;65;50;2550;1;1;piso;exterior;no;buen_estado;30;0;0;0,36;0,29;0,55;0,07;0,14;0,57;0;-0,792554226;-0,029864054;-0,043326758;0,108509921;-0,651711739;-0,35857879;14,08516192;17,53242516;15,65135819
813;Valdefuentes;166;hortaleza;16;-3,658855;40,50047;5300;134;116;4146;3;2;piso;exterior;si;buen_estado;7,5;1;0;0,33;0,42;0,44;0,66;0,36;0,31;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,599987583;-0,285791491;15,54690582;15,62521753;7,532426851
814;Portazgo;135;puente_vallecas;13;-3,643752;40,396949;3125;100;90;3000;3;2;piso;exterior;si;buen_estado;40;0;0;0,38;0,27;0,52;0,08;0,27;0,55;0;-0,456840368;-0,007038883;-0,009026805;-0,140365029;-0,374307644;-0,410102404;14,08516192;17,53242516;15,65135819
815;San Isidro;113;carabanchel;11;-3,732909;40,398044;3375;40;35;2699;1;1;piso;exterior;si;buen_estado;25;0;0;0,43;0,3;0,53;0,18;0,33;0,61;0;0,29725099;-0,513723289;-0,498551802;-0,182506507;0,16348729;-0,033567601;13,43137217;18,6782269;17,83689337
816;Rosas;205;san_blas;20;-3,591971;40,443877;2481;181;84;2891;3;2;atico;exterior;si;buen_estado;7,5;0;0;0,36;0,18;0,32;0,39;0,19;0,29;0;-0,428747967;-0,00346781;-0,003660464;-0,330206203;-0,906118575;-0,258373684;15,78030972;16,98640757;9,820356237
817;Rejas;206;san_blas;20;-3,5741662;40,445624;4313;80;70;2901;1;1;atico;exterior;si;buen_estado;5;0;0;0,38;0,21;0,32;0,51;0,3;0,28;0;-0,43669572;-0,00346781;-0,003660464;0,159701455;-0,689510067;-0,298349778;15,78030972;16,98640757;9,820356237
818;Campamento;105;latina;10;-3,769147;40,39951;2885;156;140;2884;4;2;piso;exterior;si;buen_estado;20;0;0;0,36;0,21;0,44;0,27;0,22;0,37;0;-0,262871094;-0,00346781;-0,003660464;0,055845137;-0,665787068;-0,259441044;11,66186069;21,8191402;13,94780088
819;Costillares;159;ciudad_lineal;15;-3,667038;40,468941;4417;252;213;5299;4;3;atico;exterior;si;segunda_mano;7,5;0;0;0,38;0,17;0,3;0,62;0,2;0,3;0;-0,383836531;-0,00346781;-0,003660464;0,050775283;-0,041562664;-0,345503252;12,64032448;20,78241528;13,43059008
820;Pacífico;31;retiro;3;-3,673425;40,403758;3889;90;70;3694;2;2;piso;exterior;si;buen_estado;19,01697008;1;1;0,38;0,27;0,37;0,02;0,32;0,26;0;0,561529696;-0,00346781;-0,003660464;0,040413045;-0,256390708;-0,007290755;11,43431019;21,30855294;6,063612677
821;Santa Eugenia;182;vallecas;18;-3,60755;40,380895;2052;93;85;2753;3;2;piso;exterior;si;a_reformar;19,48851492;0;0;0,34;0,72;0,32;0,3;0,15;0,51;0;-0,641414116;0,065010395;0,004443486;0,689336706;-0,350126746;-0,173110986;16,32367335;11,57710845;9,574903049
823;Hispanoamérica;54;chamartin;5;-3,677094;40,456646;3663;86;80;5182;3;1;piso;interior;si;a_reformar;30;1;1;0,37;0,19;0,32;0,04;0,22;0,22;0;-0,417613902;-0,261052465;-0,359380441;1,032339112;0,560458038;-0,179500778;12,64032448;20,78241528;13,43059008
824;Hellín;202;san_blas;20;-3,618218;40,435569;4272;103;87;3028;3;2;piso;exterior;si;buen_estado;3;0;0;0,27;0,11;0,6;0,06;0,29;0,48;0;-0,55125861;-0,00346781;-0,003660464;0,015927739;-0,858185054;-0,242641483;15,78030972;16,98640757;9,820356237
825;Pueblo Nuevo;152;ciudad_lineal;15;-3,637569;40,429995;2941;68;60;2806;3;1;piso;exterior;si;buen_estado;0;0;0;0,38;0,23;0,45;0,18;0,35;0,51;0;-0,428755737;-0,00346781;-0,003660464;0,057846902;-0,50884282;-0,39650713;12,64032448;20,78241528;13,43059008
826;Entrevías;131;puente_vallecas;13;-3,670335;40,381042;1875;112;92;2570;3;2;piso;exterior;si;segunda_mano;15;0;0;0,34;0,22;0,58;0,17;0,23;0,62;0;-0,472039513;-0,00346781;-0,003660464;0,065937832;-0,752154556;-0,071943281;14,08516192;17,53242516;15,65135819
827;Argüelles;92;moncloa;9;-3,714066;40,424474;1540;113;104;2665;3;1;piso;exterior;no;a_reformar;30;0;0;0,37;0,24;0,28;0,05;0,05;0,33;1;0,483807234;0,003853132;0,529960206;0,037562964;0,238900971;0,245632168;14,23890704;18,79822108;8,043024157
829;Fuente del Berro;43;salamanca;4;-3,664069;40,428427;3914;71;55;6260;0;1;atico;exterior;si;nuevo-semin,;7,754211287;1;1;0,38;0,24;0,42;0,02;0,17;0,26;0;0,17394217;-0,391376435;-0,386609794;-0,322226317;0,162461558;-0,341434759;10,85083231;22,44510378;8,574556809
833;Embajadores;12;centro;1;-3,700186;40,409694;3857;70;60;3258;3;1;piso;exterior;no;buen_estado;30;1;1;0,43;0,33;0,64;0,04;0,74;0,76;0;0,822399216;0,023617707;0,109630817;0,345157354;-0,134044498;0,466850248;8,897225664;16,24441444;18,57260186
835;Zofío;126;usera;12;-3,714885;40,383646;3000;55;50;2665;2;1;piso;exterior;si;reg,-mal;25;0;0;0,32;0,19;0,38;0,22;0,08;0,45;0;0,407473617;0,015593609;0,295831064;0,329373486;-0,439769757;0,060130773;14,76177323;17,68055585;20,54338511
836;Valdeacederas;65;tetuan;6;-3,70295;40,466376;3914;70;55;3059;2;2;piso;exterior;si;buen_estado;5;0;0;0,42;0,27;0,49;0,19;0,49;0,41;0;-0,028858012;-0,00346781;-0,003660464;0,07282013;0,083310072;0,187547421;11,18104406;19,55661377;17,55990757
837;Mirasierra;87;fuencarral;8;-3,725463;40,489754;2496;335;280;3511;5;4;chalet;exterior;no;buen_estado;15;0;0;0,23;0,09;0,3;0,4;0,15;0,39;0;-0,223415217;-0,00346781;-0,003660464;0,212447321;-0,805212411;-0,091731657;14,20421856;16,94858245;7,080644733
838;Almenara;64;tetuan;6;-3,689625;40,467764;3217;69;60;3758;2;1;piso;exterior;no;buen_estado;30;1;1;0,41;0,26;0,45;0,15;0,49;0,49;0;-0,024035336;-0,138383853;0,528021288;-0,479172477;0,328869571;0,000465784;11,18104406;19,55661377;17,55990757
839;Cuatro Caminos;62;tetuan;6;-3,699818;40,449592;3840;125;110;3734;3;2;atico;exterior;si;buen_estado;15;0;0;0,45;0,29;0,41;0,03;0,45;0,43;1;0,432857524;0,249693504;0,100245151;0,45092523;1,091052343;0,324423739;11,18104406;19,55661377;17,55990757
840;Acacias;22;arganzuela;2;-3,701452;40,406067;3953;43;35;3341;1;1;piso;interior;si;buen_estado;24,20975413;1;1;0,42;0,35;0,48;0,14;0,24;0,4;0;0,958298773;0,118706119;0,362234279;0,613028977;-0,407758753;0,437200058;12,40597363;16,46376624;12,06777025
842;Embajadores;12;centro;1;-3,706491;40,412042;4643;140;122;3678;4;2;piso;exterior;si;buen_estado;29,66310963;1;1;0,43;0,33;0,64;0,04;0,74;0,76;1;0,462503865;0,120108061;0,057854384;0,679323016;-0,103155157;0,349359602;8,897225664;16,24441444;18,57260186
843;Prosperidad;52;chamartin;5;-3,673747;40,441852;2656;160;140;3796;2;3;duplex;exterior;si;buen_estado;25;1;1;0,42;0,25;0,44;0,03;0,48;0,24;0;0,093494926;-0,00346781;-0,003660464;0,283583103;0,86569978;-0,181671821;12,64032448;20,78241528;13,43059008
845;Palomeras Bajas;133;puente_vallecas;13;-3,656473;40,39196;1960;93;85;2610;3;1;piso;exterior;no;a_reformar;35;0;0;0,37;0,31;0,47;0,21;0,21;0,56;0;-0,760978295;-0,261286595;-0,391091184;0,1194252;-0,680625918;-0,376072556;14,08516192;17,53242516;15,65135819
846;Valverde;86;fuencarral;8;-3,671601;40,507486;4167;120;102;3945;3;2;piso;exterior;si;buen_estado;2,5;0;0;0,34;0,19;0,48;0,19;0,39;0,4;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,613314067;-0,28292617;14,20421856;16,94858245;7,080644733
847;Casco Histórico de Vallecas;181;vallecas;18;-3,621629;40,376159;3167;60;50;2949;2;1;piso;exterior;no;buen_estado;25;0;0;0,41;0,58;0,45;0,07;0,53;0,52;0;-0,552834894;-0,00346781;-0,003660464;0,160777461;-0,493894074;-0,220915176;16,32367335;11,57710845;9,574903049
848;San Pascual;155;ciudad_lineal;15;-3,650953;40,442122;3507;67;60;3768;3;1;piso;exterior;si;buen_estado;40;0;0;0,33;0,18;0,46;0,17;0,29;0,32;0;-0,689292143;-0,06663405;-0,055791256;0,034781239;-0,324570547;-0,443077333;12,64032448;20,78241528;13,43059008
849;Berruguete;66;tetuan;6;-3,703723;40,458948;2682;85;78;3059;2;1;piso;exterior;no;buen_estado;40;0;0;0,4;0,25;0,46;0,07;0,44;0,48;0;0,043676954;-0,00346781;-0,003660464;0,263691803;0,454749891;0,254453458;11,18104406;19,55661377;17,55990757
851;San Diego;132;puente_vallecas;13;-3,664885;40,391502;3375;40;26;2770;1;1;piso;exterior;no;a_reformar;40;0;0;0,46;0,35;0,65;0,17;0,59;0,57;0;-0,39238481;-0,003620521;-0,003889946;0,097216157;-0,640424919;-0,214906196;14,08516192;17,53242516;15,65135819
852;Arcos;204;san_blas;20;-3,618482;40,42244;2240;100;87;2816;3;1;piso;exterior;si;buen_estado;40;0;0;0,33;0,18;0,57;0,23;0,46;0,46;0;-0,269310743;-0,00346781;-0,003660464;0,055845137;-0,56789791;-0,242672141;15,78030972;16,98640757;9,820356237
853;Entrevías;131;puente_vallecas;13;-3,65952;40,371463;1266;128;107;2452;3;2;duplex;exterior;no;buen_estado;35;0;0;0,34;0,22;0,58;0,17;0,23;0,62;0;-0,569668943;-0,00346781;-0,003660464;0,059558935;-0,768778311;-0,277630263;14,08516192;17,53242516;15,65135819
854;Portazgo;135;puente_vallecas;13;-3,649693;40,390718;4318;44;35;2712;1;1;piso;exterior;si;buen_estado;35;0;0;0,38;0,27;0,52;0,08;0,27;0,55;0;-0,935827807;-0,486254023;-0,72915535;0,133048261;-0,736684583;-0,433954185;14,08516192;17,53242516;15,65135819
855;Villaverde Alto, Casco Histórico de Villaverde;171;villaverde;17;-3,71649;40,34309;1765;85;70;2447;3;1;piso;exterior;no;buen_estado;30;0;0;0,44;0,39;0,52;0,23;0,49;0,73;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,572850278;-0,111518445;15,43409004;16,55947157;18,12365171
856;Acacias;22;arganzuela;2;-3,701899;40,402157;4583;62;52;5161;1;1;piso;interior;si;buen_estado;5;1;1;0,42;0,35;0,48;0,14;0,24;0,4;0;1,07945199;0,082864123;0,409216647;0,58785959;-0,571954438;0,419039807;12,40597363;16,46376624;12,06777025
857;Casco Histórico de Vicálvaro;191;vicalvaro;19;-3,591177;40,406961;2917;96;65;3514;2;2;piso;exterior;si;buen_estado;16,04347814;0;0;0,37;0,27;0,42;0,06;0,38;0,36;0;-0,299534462;-0,00346781;-0,003660464;0,055845137;-0,521320044;-0,206135226;18,37401856;12,62526767;9,042112777
858;Palomeras Bajas;133;puente_vallecas;13;-3,660851;40,391698;1888;98;90;2569;3;1;piso;exterior;no;a_reformar;35;0;0;0,37;0,31;0,47;0,21;0,21;0,56;0;-0,588197834;-0,080337802;-0,119174919;0,11643971;-0,657012458;-0,298511134;14,08516192;17,53242516;15,65135819
859;Prosperidad;52;chamartin;5;-3,662632;40,454817;3506;72;62;4458;1;1;piso;exterior;si;buen_estado;30;0;0;0,42;0,25;0,44;0,03;0,48;0,24;0;-0,625913427;-0,00346781;-0,003660464;0,470910635;0,095697365;-0,38399432;12,64032448;20,78241528;13,43059008
860;Justicia;14;centro;1;-3,697826;40,422388;4375;40;35;5002;1;1;atico;interior;no;buen_estado;28,90773893;1;1;0,54;0,36;0,54;0,03;0,64;0,66;1;0,636738228;-0,065461968;0,133684992;-0,9635192;1,127629941;0,486638858;8,897225664;16,24441444;18,57260186
861;Aluche;104;latina;10;-3,756981;40,392074;7426;68;55;2859;2;1;piso;exterior;no;a_reformar;40;0;0;0,33;0,14;0,35;0,1;0,1;0,43;0;-0,012286636;-0,00346781;-0,003660464;0,048630386;-0,407922522;-0,241547701;11,66186069;21,8191402;13,94780088
862;Delicias;25;arganzuela;2;-3,691594;40,400698;5024;33;28;5424;1;1;piso;interior;no;reformado;20;1;1;0,47;0,44;0,58;0,09;0,42;0,55;0;1,503231434;0,211582354;1,24143869;0,071958646;-0,650952995;0,553577453;12,40597363;16,46376624;12,06777025
863;Cuatro Caminos;62;tetuan;6;-3,694839;40,454621;3729;118;100;3935;4;2;piso;exterior;si;a_reformar;30;0;0;0,45;0,29;0,41;0,03;0,45;0,43;1;0,150452406;-0,00346781;-0,003660464;0,392703981;0,859968087;0,24117739;11,18104406;19,55661377;17,55990757
864;Ciudad Universitaria;93;moncloa;9;-3,724561;40,470513;3989;94;80;3747;2;2;piso;exterior;si;buen_estado;6,318789153;1;0;0,35;0,17;0,32;0,16;0,11;0,25;0;-0,186565069;-0,00346781;-0,003660464;0,324354947;-0,577209057;-0,055635137;14,23890704;18,79822108;8,043024157
870;Aravaca;97;moncloa;9;-3,78509;40,449282;4000;150;123;3839;4;3;piso;exterior;si;buen_estado;25;1;0;0,26;0,12;0,29;0,22;0,21;0,23;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,865990914;-0,193385502;14,23890704;18,79822108;8,043024157
